,nasc,latC,lonC
0,48.25786389247312,69.5,-168.75
1,51.07969022159091,69.5,-168.25
2,66.40364445283019,69.5,-167.75
3,84.27013602857141,69.5,-167.25
4,53.78172741509434,69.5,-166.75
5,170.2791804190476,69.5,-166.25
6,346.96747510280375,69.5,-165.75
7,383.45355567619043,69.5,-165.25
8,65.44129280188679,69.5,-164.75
9,17.410053404761907,69.5,-164.25
10,45.41204365753424,70.0,-168.75
11,28.49301508888889,70.0,-168.25
12,21.169602679611646,70.0,-167.75
13,25.55321829761905,70.0,-167.25
14,288.53904655555556,70.0,-166.75
15,653.1650543106795,70.0,-166.25
16,208.60117781553402,70.0,-165.75
17,581.5088564757281,70.0,-165.25
18,379.0742615728156,70.0,-164.75
19,308.06042525714287,70.0,-164.25
20,130.84710752727273,70.0,-163.75
21,246.7586668292683,70.0,-163.25
22,49.487677630952376,70.5,-168.75
23,67.89212448648648,70.5,-168.25
24,56.45957776000001,70.5,-167.75
25,89.11716380198018,70.5,-167.25
26,489.9847136039604,70.5,-166.75
27,712.0593102647059,70.5,-166.25
28,650.970235019802,70.5,-165.75
29,274.4862017722773,70.5,-165.25
30,487.9579635360001,70.5,-164.75
31,605.0734340428571,70.5,-164.25
32,567.5751511048951,70.5,-163.75
33,296.3667404675926,70.5,-163.25
34,333.7622513359684,70.5,-162.75
35,36.26577031200001,71.0,-168.75
36,71.05227601886793,71.0,-168.25
37,458.16957133673475,71.0,-167.75
38,488.40727083838385,71.0,-167.25
39,407.77514922222224,71.0,-166.75
40,221.36376689795918,71.0,-166.25
41,130.98362757142857,71.0,-165.75
42,49.612864878787875,71.0,-165.25
43,44.434623424242425,71.0,-164.75
44,42.122762479591835,71.0,-164.25
45,71.21993552040817,71.0,-163.75
46,60.85704542982456,71.0,-163.25
47,146.11156631353919,71.0,-162.75
48,49.18912163636363,71.0,-162.25
49,46.520645125874125,71.0,-161.75
50,28.746613579439256,71.0,-161.25
51,40.83575660443037,71.0,-160.75
52,64.1652620361991,71.0,-160.25
53,344.44183840404037,71.0,-159.75
54,225.8775411313131,71.0,-159.25
55,65.98816531,71.0,-158.75
56,18.87484623076923,71.0,-158.25
57,16.588603233333334,71.0,-157.75
