,nasc,latC,lonC
0,122.86820394999998,67.5,-168.75
1,133.43578891616767,67.5,-168.25
2,188.08435554285717,67.5,-167.75
3,279.3062597155172,67.5,-167.25
4,132.7006652695652,67.5,-166.75
5,293.2552064720497,67.5,-166.25
6,67.45744918987343,67.5,-165.75
7,170.16987708974358,68.0,-168.25
8,170.5922374521739,68.0,-167.75
9,290.184343840708,68.0,-167.25
10,316.9271529392523,68.0,-166.75
11,322.2174484382716,68.0,-166.25
12,355.1439585517242,68.0,-165.75
13,46.32943616666667,68.5,-168.75
14,32.377134587096776,68.5,-168.25
15,34.552875504504506,68.5,-167.75
16,172.655433431694,68.5,-167.25
17,377.70702958333334,68.5,-166.75
18,28.290683521008408,69.0,-168.25
19,39.16692586111112,69.0,-167.75
20,54.47876664814815,69.0,-167.25
21,94.78320353703704,69.0,-166.75
22,212.30183025373134,69.0,-166.25
23,109.341387,69.5,-168.75
24,279.02073804864864,69.5,-168.25
25,234.45745633898306,69.5,-167.75
26,148.80279889814815,69.5,-167.25
27,141.59110359433961,69.5,-166.75
28,53.535987293103446,69.5,-166.25
29,31.310881592920357,69.5,-165.75
30,47.81484312213741,69.5,-165.25
31,256.83802765999997,69.5,-164.75
32,55.1881734141791,70.0,-168.25
33,45.68928709848485,70.0,-167.75
34,53.65913705294117,70.0,-167.25
35,47.619991000000006,70.0,-166.75
36,172.21012042063492,70.0,-166.25
37,371.9827373596491,70.0,-165.75
38,435.0477097894737,70.0,-165.25
39,246.564836828125,70.0,-164.75
40,591.7548109423077,70.0,-164.25
41,509.1834855000001,70.0,-163.75
42,486.89546543965514,70.0,-163.25
43,178.40484645454544,70.0,-162.75
44,28.48371807,70.5,-168.75
45,40.09253361654135,70.5,-168.25
46,39.90776272815535,70.5,-167.75
47,40.40369398019802,70.5,-167.25
48,224.46282113675218,70.5,-166.75
49,221.85532704716982,70.5,-166.25
50,134.7971133823529,70.5,-165.75
51,210.57683692187499,70.5,-165.25
52,160.15036981132073,70.5,-164.75
53,261.3785152941177,70.5,-164.25
54,428.1139709296875,70.5,-163.75
55,584.6322257961165,70.5,-163.25
56,401.7890354513889,70.5,-162.75
57,161.83937924042556,70.5,-162.25
58,234.37672063677127,70.5,-161.75
59,60.2235795776699,70.5,-161.25
60,16.596716809523805,70.5,-160.75
61,89.61730380894308,71.0,-168.25
62,227.12627914000004,71.0,-167.75
63,343.49780083809526,71.0,-167.25
64,606.4070551875,71.0,-166.75
65,332.63074028440366,71.0,-166.25
66,127.84432988775514,71.0,-165.75
67,92.61973529464287,71.0,-165.25
68,57.13783393333333,71.0,-164.75
69,23.710822878787877,71.0,-164.25
70,21.024051747474747,71.0,-163.75
71,447.248826682741,71.0,-163.25
72,255.28478925141243,71.0,-162.75
73,9.038830474137933,71.0,-162.25
74,20.748911368055555,71.0,-161.75
75,21.468298280991736,71.0,-161.25
76,16.715995856079402,71.0,-160.75
77,13.722877344370861,71.0,-160.25
78,21.07816588596491,71.0,-159.75
79,13.665578512820515,71.5,-168.75
80,16.302940299065423,71.5,-168.25
81,14.212482714285713,71.5,-167.75
82,44.95121281000001,71.5,-167.25
83,83.89915345360826,71.5,-166.75
84,51.421721312500004,71.5,-166.25
85,25.332585978947364,71.5,-165.75
86,16.38417398969072,71.5,-165.25
87,18.179745577319586,71.5,-164.75
88,9.305579968750001,71.5,-164.25
89,25.050184760416666,71.5,-163.75
90,23.37283153684211,71.5,-163.25
91,15.909799000000001,71.5,-162.75
92,13.5242900625,71.5,-162.25
93,9.162985154639175,71.5,-161.75
94,19.718409770833333,71.5,-161.25
95,18.343451368421054,71.5,-160.75
96,16.224524913875598,71.5,-160.25
97,15.513413153846155,71.5,-159.75
