,nasc,latC,lonC
0,273.25207629824564,69.5,-168.75
1,537.4176447961164,69.5,-168.25
2,858.4598677073172,69.5,-167.75
3,858.7574215000002,69.5,-167.25
4,899.3894738955224,69.5,-166.75
5,486.7359311857143,69.5,-166.25
6,295.48874147887324,69.5,-165.75
7,788.0553815999999,69.5,-165.25
8,260.14995577419353,69.5,-164.75
9,53.20285418604651,69.5,-164.25
10,311.25685738255027,70.0,-168.25
11,215.63932350000002,70.0,-167.75
12,298.9408168333334,70.0,-167.25
13,301.31814200613496,70.0,-166.75
14,632.2952696875,70.0,-166.25
15,512.5043871454546,70.0,-165.75
16,928.3134729824562,70.0,-165.25
17,508.46862674509805,70.0,-164.75
18,114.6552946744186,70.0,-164.25
19,50.28203391666667,70.0,-163.75
20,61.74005846195652,70.5,-168.25
21,148.02491469135802,70.5,-167.75
22,160.3820931842105,70.5,-167.25
23,306.24401785294117,70.5,-166.75
24,519.1619135945946,70.5,-166.25
25,1123.13541108,70.5,-165.75
26,1119.2116373815788,70.5,-165.25
27,1043.215097304878,70.5,-164.75
28,1221.1916677619047,70.5,-164.25
29,257.1605415263158,70.5,-163.75
30,182.48240461111112,70.5,-163.25
31,99.68307578481014,70.5,-162.75
32,81.265358375,71.0,-168.75
33,108.57471537155962,71.0,-168.25
34,689.0088518888888,71.0,-167.75
35,1260.0739237741934,71.0,-167.25
36,458.8884235147059,71.0,-166.75
37,70.74560231944444,71.0,-166.25
38,49.92159791463415,71.0,-165.75
39,61.53701251898733,71.0,-165.25
40,47.77728066666666,71.0,-164.75
41,40.00288606410256,71.0,-164.25
42,53.96259314876033,71.0,-163.75
43,36.03085078087649,71.0,-163.25
44,38.07894175925926,71.0,-162.75
45,35.12325166666666,71.0,-162.25
