Region_ID,Region_name,Region_class,Process_ID,Sv_mean,NASC,Height_mean,Depth_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Standard_deviation,Corrected_length,Corrected_thickness,3D_school_volume,Species_Id,Species_name,Species_percent,Species_TS,Species_weight,Density_number,Density_weight,Thickness_mean,Range_mean,Exclude_below_line_range_mean,Exclude_above_line_range_mean
5,"Region 5","Unclassified regions",2129,-69.271230,224.607630,44.061136,28.589970,20,87,0.000000,20180829,01:03:12.6090,999.00000000,999.00000000,-999.000000,0,0,0.00000045384029,-9999.000000,54.270675,-9999.000000,0,"Unassigned",100.000000,-40.000000,1.000000,178737.072572,178737.072572,44.061136,26.649970,48.680331,4.660000
