Ping_date,Ping_time,Ping_milliseconds,Latitude,Longitude,Position_status,Depth,Line_status,Ping_status,Altitude,GPS_UTC_time
2018-08-29,01:03:49,089.0,999.00000000,999.00000000,4,51.314772,1,0,-9.9e+37,-1
2018-08-29,01:03:50,610.0,999.00000000,999.00000000,4,51.399056,1,0,-9.9e+37,-1
2018-08-29,01:03:52,129.0,999.00000000,999.00000000,4,51.379786,1,0,-9.9e+37,-1
2018-08-29,01:03:53,650.0,999.00000000,999.00000000,4,51.306381,1,0,-9.9e+37,-1
2018-08-29,01:03:55,169.0,999.00000000,999.00000000,4,51.304751,1,0,-9.9e+37,-1
2018-08-29,01:03:56,689.0,999.00000000,999.00000000,4,51.306399,1,0,-9.9e+37,-1
2018-08-29,01:03:58,209.0,999.00000000,999.00000000,4,51.038522,1,0,-9.9e+37,-1
2018-08-29,01:03:59,730.0,999.00000000,999.00000000,4,51.036864,1,0,-9.9e+37,-1
2018-08-29,01:04:01,249.0,999.00000000,999.00000000,4,51.038552,1,0,-9.9e+37,-1
2018-08-29,01:04:02,770.0,999.00000000,999.00000000,4,51.509102,1,0,-9.9e+37,-1
2018-08-29,01:04:04,289.0,999.00000000,999.00000000,4,51.323805,1,0,-9.9e+37,-1
2018-08-29,01:04:05,810.0,999.00000000,999.00000000,4,51.322202,1,0,-9.9e+37,-1
2018-08-29,01:04:07,329.0,999.00000000,999.00000000,4,51.321595,1,0,-9.9e+37,-1
2018-08-29,01:04:08,849.0,999.00000000,999.00000000,4,51.166048,1,0,-9.9e+37,-1
2018-08-29,01:04:10,369.0,999.00000000,999.00000000,4,51.164610,1,0,-9.9e+37,-1
2018-08-29,01:04:11,890.0,999.00000000,999.00000000,4,51.165331,1,0,-9.9e+37,-1
2018-08-29,01:04:13,409.0,999.00000000,999.00000000,4,51.242159,1,0,-9.9e+37,-1
2018-08-29,01:04:14,930.0,999.00000000,999.00000000,4,51.083937,1,0,-9.9e+37,-1
2018-08-29,01:04:16,449.0,999.00000000,999.00000000,4,51.083764,1,0,-9.9e+37,-1
2018-08-29,01:04:17,970.0,999.00000000,999.00000000,4,51.084788,1,0,-9.9e+37,-1
2018-08-29,01:04:19,489.0,999.00000000,999.00000000,4,51.146864,1,0,-9.9e+37,-1
2018-08-29,01:04:21,010.0,999.00000000,999.00000000,4,51.148911,1,0,-9.9e+37,-1
2018-08-29,01:04:22,529.0,999.00000000,999.00000000,4,51.260722,1,0,-9.9e+37,-1
2018-08-29,01:04:24,050.0,999.00000000,999.00000000,4,51.258458,1,0,-9.9e+37,-1
2018-08-29,01:04:25,569.0,999.00000000,999.00000000,4,51.260957,1,0,-9.9e+37,-1
2018-08-29,01:04:27,090.0,999.00000000,999.00000000,4,51.385405,1,0,-9.9e+37,-1
2018-08-29,01:04:28,609.0,999.00000000,999.00000000,4,51.137764,1,0,-9.9e+37,-1
2018-08-29,01:04:30,129.0,999.00000000,999.00000000,4,51.136007,1,0,-9.9e+37,-1
2018-08-29,01:04:31,649.0,999.00000000,999.00000000,4,51.137679,1,0,-9.9e+37,-1
2018-08-29,01:04:33,170.0,999.00000000,999.00000000,4,51.244458,1,0,-9.9e+37,-1
