Region_ID,Region_name,Region_class,Process_ID,Sv_mean,NASC,Height_mean,Depth_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Standard_deviation,Corrected_length,Corrected_thickness,3D_school_volume,Species_Id,Species_name,Species_percent,Species_TS,Species_weight,Density_number,Density_weight,Thickness_mean,Range_mean,Exclude_below_line_range_mean,Exclude_above_line_range_mean
5,"Region 5","Unclassified regions",2130,-69.230041,224.480342,43.620493,28.419881,20,87,0.000000,20180829,01:03:12.6090,999.00000000,999.00000000,-999.000000,0,0,0.00000045792002,-9999.000000,54.270675,-9999.000000,0,"Unassigned",100.000000,-40.000000,1.000000,178635.780134,178635.780134,43.620493,26.479881,48.289809,4.660000
