Ping_date,Ping_time,Ping_milliseconds,Latitude,Longitude,Position_status,Depth,Line_status,Ping_status,Altitude,GPS_UTC_time
2018-08-29,01:03:12,609.0,999.00000000,999.00000000,4,50.557906,1,0,-9.9e+37,-1
2018-08-29,01:03:14,129.0,999.00000000,999.00000000,4,50.556655,1,0,-9.9e+37,-1
2018-08-29,01:03:15,650.0,999.00000000,999.00000000,4,50.557929,1,0,-9.9e+37,-1
2018-08-29,01:03:17,169.0,999.00000000,999.00000000,4,50.629487,1,0,-9.9e+37,-1
2018-08-29,01:03:18,690.0,999.00000000,999.00000000,4,50.627607,1,0,-9.9e+37,-1
2018-08-29,01:03:20,209.0,999.00000000,999.00000000,4,50.629412,1,0,-9.9e+37,-1
2018-08-29,01:03:21,730.0,999.00000000,999.00000000,4,50.894847,1,0,-9.9e+37,-1
2018-08-29,01:03:23,249.0,999.00000000,999.00000000,4,50.793432,1,0,-9.9e+37,-1
2018-08-29,01:03:24,769.0,999.00000000,999.00000000,4,50.725153,1,0,-9.9e+37,-1
2018-08-29,01:03:26,290.0,999.00000000,999.00000000,4,50.723651,1,0,-9.9e+37,-1
2018-08-29,01:03:27,809.0,999.00000000,999.00000000,4,50.725073,1,0,-9.9e+37,-1
2018-08-29,01:03:29,330.0,999.00000000,999.00000000,4,50.493662,1,0,-9.9e+37,-1
2018-08-29,01:03:30,849.0,999.00000000,999.00000000,4,50.491259,1,0,-9.9e+37,-1
2018-08-29,01:03:32,370.0,999.00000000,999.00000000,4,50.493820,1,0,-9.9e+37,-1
2018-08-29,01:03:33,889.0,999.00000000,999.00000000,4,50.807503,1,0,-9.9e+37,-1
2018-08-29,01:03:35,409.0,999.00000000,999.00000000,4,50.676398,1,0,-9.9e+37,-1
2018-08-29,01:03:36,930.0,999.00000000,999.00000000,4,50.674706,1,0,-9.9e+37,-1
2018-08-29,01:03:38,449.0,999.00000000,999.00000000,4,50.676550,1,0,-9.9e+37,-1
2018-08-29,01:03:39,970.0,999.00000000,999.00000000,4,50.631454,1,0,-9.9e+37,-1
2018-08-29,01:03:41,489.0,999.00000000,999.00000000,4,50.630033,1,0,-9.9e+37,-1
2018-08-29,01:03:43,009.0,999.00000000,999.00000000,4,50.478693,1,0,-9.9e+37,-1
2018-08-29,01:03:44,529.0,999.00000000,999.00000000,4,50.477614,1,0,-9.9e+37,-1
2018-08-29,01:03:46,049.0,999.00000000,999.00000000,4,50.478543,1,0,-9.9e+37,-1
2018-08-29,01:03:47,570.0,999.00000000,999.00000000,4,50.712872,1,0,-9.9e+37,-1
2018-08-29,01:03:49,089.0,999.00000000,999.00000000,4,50.714555,1,0,-9.9e+37,-1
2018-08-29,01:03:50,610.0,999.00000000,999.00000000,4,50.797394,1,0,-9.9e+37,-1
2018-08-29,01:03:52,129.0,999.00000000,999.00000000,4,50.778670,1,0,-9.9e+37,-1
2018-08-29,01:03:53,650.0,999.00000000,999.00000000,4,50.706270,1,0,-9.9e+37,-1
2018-08-29,01:03:55,169.0,999.00000000,999.00000000,4,50.704659,1,0,-9.9e+37,-1
2018-08-29,01:03:56,689.0,999.00000000,999.00000000,4,50.706287,1,0,-9.9e+37,-1
2018-08-29,01:03:58,209.0,999.00000000,999.00000000,4,50.441665,1,0,-9.9e+37,-1
2018-08-29,01:03:59,730.0,999.00000000,999.00000000,4,50.440027,1,0,-9.9e+37,-1
2018-08-29,01:04:01,249.0,999.00000000,999.00000000,4,50.441695,1,0,-9.9e+37,-1
2018-08-29,01:04:02,770.0,999.00000000,999.00000000,4,50.906458,1,0,-9.9e+37,-1
2018-08-29,01:04:04,289.0,999.00000000,999.00000000,4,50.723488,1,0,-9.9e+37,-1
2018-08-29,01:04:05,810.0,999.00000000,999.00000000,4,50.721905,1,0,-9.9e+37,-1
2018-08-29,01:04:07,329.0,999.00000000,999.00000000,4,50.721311,1,0,-9.9e+37,-1
2018-08-29,01:04:08,849.0,999.00000000,999.00000000,4,50.567667,1,0,-9.9e+37,-1
2018-08-29,01:04:10,369.0,999.00000000,999.00000000,4,50.566246,1,0,-9.9e+37,-1
2018-08-29,01:04:11,890.0,999.00000000,999.00000000,4,50.566956,1,0,-9.9e+37,-1
2018-08-29,01:04:13,409.0,999.00000000,999.00000000,4,50.642798,1,0,-9.9e+37,-1
2018-08-29,01:04:14,930.0,999.00000000,999.00000000,4,50.486560,1,0,-9.9e+37,-1
2018-08-29,01:04:16,449.0,999.00000000,999.00000000,4,50.486395,1,0,-9.9e+37,-1
2018-08-29,01:04:17,970.0,999.00000000,999.00000000,4,50.487406,1,0,-9.9e+37,-1
2018-08-29,01:04:19,489.0,999.00000000,999.00000000,4,50.548648,1,0,-9.9e+37,-1
2018-08-29,01:04:21,010.0,999.00000000,999.00000000,4,50.550669,1,0,-9.9e+37,-1
2018-08-29,01:04:22,529.0,999.00000000,999.00000000,4,50.661099,1,0,-9.9e+37,-1
2018-08-29,01:04:24,050.0,999.00000000,999.00000000,4,50.658863,1,0,-9.9e+37,-1
2018-08-29,01:04:25,569.0,999.00000000,999.00000000,4,50.661334,1,0,-9.9e+37,-1
2018-08-29,01:04:27,090.0,999.00000000,999.00000000,4,50.784295,1,0,-9.9e+37,-1
2018-08-29,01:04:28,609.0,999.00000000,999.00000000,4,50.539698,1,0,-9.9e+37,-1
2018-08-29,01:04:30,129.0,999.00000000,999.00000000,4,50.537962,1,0,-9.9e+37,-1
2018-08-29,01:04:31,649.0,999.00000000,999.00000000,4,50.539614,1,0,-9.9e+37,-1
2018-08-29,01:04:33,170.0,999.00000000,999.00000000,4,50.645068,1,0,-9.9e+37,-1
2018-08-29,01:04:34,689.0,999.00000000,999.00000000,4,50.647074,1,0,-9.9e+37,-1
2018-08-29,01:04:36,210.0,999.00000000,999.00000000,4,50.787561,1,0,-9.9e+37,-1
2018-08-29,01:04:37,729.0,999.00000000,999.00000000,4,50.757674,1,0,-9.9e+37,-1
2018-08-29,01:04:39,250.0,999.00000000,999.00000000,4,50.757186,1,0,-9.9e+37,-1
2018-08-29,01:04:40,769.0,999.00000000,999.00000000,4,50.751944,1,0,-9.9e+37,-1
2018-08-29,01:04:42,289.0,999.00000000,999.00000000,4,50.755548,1,0,-9.9e+37,-1
2018-08-29,01:04:43,809.0,999.00000000,999.00000000,4,50.451474,1,0,-9.9e+37,-1
2018-08-29,01:04:45,329.0,999.00000000,999.00000000,4,50.449828,1,0,-9.9e+37,-1
2018-08-29,01:04:46,849.0,999.00000000,999.00000000,4,50.451459,1,0,-9.9e+37,-1
2018-08-29,01:04:48,369.0,999.00000000,999.00000000,4,50.627396,1,0,-9.9e+37,-1
2018-08-29,01:04:49,890.0,999.00000000,999.00000000,4,50.625858,1,0,-9.9e+37,-1
2018-08-29,01:04:51,409.0,999.00000000,999.00000000,4,50.627236,1,0,-9.9e+37,-1
2018-08-29,01:04:52,930.0,999.00000000,999.00000000,4,50.731522,1,0,-9.9e+37,-1
2018-08-29,01:04:54,450.0,999.00000000,999.00000000,4,50.730171,1,0,-9.9e+37,-1
2018-08-29,01:04:55,969.0,999.00000000,999.00000000,4,50.731936,1,0,-9.9e+37,-1
2018-08-29,01:04:57,489.0,999.00000000,999.00000000,4,50.537244,1,0,-9.9e+37,-1
2018-08-29,01:04:59,009.0,999.00000000,999.00000000,4,50.535065,1,0,-9.9e+37,-1
2018-08-29,01:05:00,529.0,999.00000000,999.00000000,4,50.537241,1,0,-9.9e+37,-1
2018-08-29,01:05:02,048.0,999.00000000,999.00000000,4,50.810882,1,0,-9.9e+37,-1
2018-08-29,01:05:03,568.0,999.00000000,999.00000000,4,50.698190,1,0,-9.9e+37,-1
2018-08-29,01:05:05,088.0,999.00000000,999.00000000,4,50.694728,1,0,-9.9e+37,-1
2018-08-29,01:05:06,607.0,999.00000000,999.00000000,4,50.697487,1,0,-9.9e+37,-1
2018-08-29,01:05:08,128.0,999.00000000,999.00000000,4,50.820553,1,0,-9.9e+37,-1
2018-08-29,01:05:09,648.0,999.00000000,999.00000000,4,50.701448,1,0,-9.9e+37,-1
2018-08-29,01:05:11,169.0,999.00000000,999.00000000,4,50.700490,1,0,-9.9e+37,-1
2018-08-29,01:05:12,688.0,999.00000000,999.00000000,4,50.703171,1,0,-9.9e+37,-1
2018-08-29,01:05:14,198.0,999.00000000,999.00000000,4,50.746936,1,0,-9.9e+37,-1
2018-08-29,01:05:15,718.0,999.00000000,999.00000000,4,50.551915,1,0,-9.9e+37,-1
2018-08-29,01:05:17,238.0,999.00000000,999.00000000,4,50.550641,1,0,-9.9e+37,-1
2018-08-29,01:05:18,758.0,999.00000000,999.00000000,4,50.551844,1,0,-9.9e+37,-1
2018-08-29,01:05:20,278.0,999.00000000,999.00000000,4,50.575650,1,0,-9.9e+37,-1
2018-08-29,01:05:21,798.0,999.00000000,999.00000000,4,50.576978,1,0,-9.9e+37,-1
2018-08-29,01:05:23,318.0,999.00000000,999.00000000,4,50.803158,1,0,-9.9e+37,-1
2018-08-29,01:05:24,838.0,999.00000000,999.00000000,4,50.665198,1,0,-9.9e+37,-1
2018-08-29,01:05:26,358.0,999.00000000,999.00000000,4,50.664740,1,0,-9.9e+37,-1
2018-08-29,01:05:27,878.0,999.00000000,999.00000000,4,50.665707,1,0,-9.9e+37,-1
2018-08-29,01:05:29,398.0,999.00000000,999.00000000,4,50.808280,1,0,-9.9e+37,-1
2018-08-29,01:05:30,918.0,999.00000000,999.00000000,4,50.986478,1,0,-9.9e+37,-1
2018-08-29,01:05:32,438.0,999.00000000,999.00000000,4,50.603694,1,0,-9.9e+37,-1
2018-08-29,01:05:33,958.0,999.00000000,999.00000000,4,50.600837,1,0,-9.9e+37,-1
2018-08-29,01:05:35,478.0,999.00000000,999.00000000,4,50.481283,1,0,-9.9e+37,-1
2018-08-29,01:05:36,998.0,999.00000000,999.00000000,4,50.480341,1,0,-9.9e+37,-1
2018-08-29,01:05:38,518.0,999.00000000,999.00000000,4,50.481562,1,0,-9.9e+37,-1
