Region_ID,Region_name,Region_class,Process_ID,Sv_mean,NASC,Height_mean,Depth_mean,Ping_S,Ping_E,Dist_M,Date_M,Time_M,Lat_M,Lon_M,Noise_Sv_1m,Minimum_Sv_threshold_applied,Maximum_Sv_threshold_applied,Standard_deviation,Corrected_length,Corrected_thickness,3D_school_volume,Species_Id,Species_name,Species_percent,Species_TS,Species_weight,Density_number,Density_weight,Thickness_mean,Range_mean,Exclude_below_line_range_mean,Exclude_above_line_range_mean
5,"Region 5","Unclassified regions",2128,-69.323941,224.627919,44.603202,28.917833,20,87,0.000000,20180829,01:03:12.6090,999.00000000,999.00000000,-999.000000,0,0,0.00000044836668,-9999.000000,54.270675,-9999.000000,0,"Unassigned",100.000000,-40.000000,1.000000,178753.218086,178753.218086,44.603202,26.977833,49.279399,4.660000
